image,iauc,dauc,infidelity,sensitivity
Blast_PCRM_R14-0388a.png,0.5916167664607721,0.4874301086321274,1308.4642333984375,1.2081883054300824
Blast_PCRM_R14-0362b.png,0.5043894284005676,0.45773980930649877,11700.150390625,1.2800594730917627
Blast_PCRM_R14-0351.png,0.5178770358408136,0.43862114320339124,511.5254821777344,1.2353148834149268
Blast_PCRM_R16-0030b.png,0.4951588466231312,0.37173119114062764,7242.85009765625,1.3172364114699253
851_01.png,0.5360039437987975,0.5390305710690362,4802.68115234375,1.6969088256330436
Blast_PCRM_R13-0052B.png,0.49358080460556913,0.5498302659418967,5050.0234375,1.2562547252033
833_01.png,0.5294947012194565,0.6433530505746603,6429.8623046875,1.5800089633167718
857_01.png,0.5304263635937657,0.5068294370014753,1540.9476318359375,1.4814832718449384
832_01.png,0.533502725352134,0.5398288313299417,1927.1785888671875,1.5830966578487706
Blast_PCRM_R13-0077A.png,0.5281500490382314,0.2509391380292446,2669.659423828125,1.1421338715244007
Blast_PCRM_R16-0398A.png,0.530493169357734,0.6009127904128816,208.3812713623047,1.1444528256063036
724_01.png,0.5183490351108568,0.5615225225420934,4920.3076171875,1.5078917886544305
705_01.png,0.5289427864232233,0.5719176533498934,14180.068359375,1.665759737269585
808_01.png,0.5358326328652245,0.5783999333424228,1919.974365234375,1.6484171190396033
765_01.png,0.5292125730110067,0.7330066468899271,1473.42236328125,1.4607465062790888
710_01.png,0.545970555527934,0.577922566793859,2417.521484375,1.5418298244221957
703_01.png,0.5235033438407949,0.6909396645080831,3945.9892578125,1.4667182566219674
749_01.png,0.5286486422909158,0.5380240364798478,6589.41259765625,1.6236864776640463
666_01.png,0.536435014169131,0.5725930325154748,7227.64013671875,1.5821880706335087
683_01.png,0.5316426418721676,0.5571935949847102,5066.73193359375,1.6793830803859116
729_01.png,0.5360385840758681,0.5350406308924514,3414.646240234375,1.712514428730623
575_01.png,0.5329176094383001,0.5445756225713662,2233.755859375,1.5877193785438513
424_01.png,0.5321361256231155,0.5435359271775398,3533.242919921875,1.6645426653404594
523_01.png,0.5316223723015615,0.556203748365598,3845.59130859375,1.674009018485155
470_01.png,0.5313345256394574,0.5375493657109993,3128.37060546875,1.6792285248602186
514_01.png,0.5294438233332974,0.548415110845651,4028.084716796875,1.618133865722169
479_01.png,0.5308038065476077,0.5415512972644397,7705.25927734375,1.6035219241686738
553_01.png,0.5284025238028595,0.5356975711932007,54449.48046875,1.8267520099630337
584_01.png,0.5379542277327606,0.5614319522865117,4038.66650390625,1.4818669500901112
386_01.png,0.5336378464209182,0.5580556745241795,4014.81884765625,1.5653261518405341
488_01.png,0.5320863352556314,0.5456199854878443,4397.01220703125,1.6819307438935402
332_01.png,0.5302199029496738,0.550857486336359,3778.539306640625,1.7445178266857768
302_01.png,0.5292030115212712,0.525641893701894,5372.08251953125,1.5594174446697395
275_01.png,0.5293683094371643,0.5304373019774046,5462.181640625,1.4915226565765392
322_01.png,0.5308291945340378,0.5222932427589383,5792.697265625,1.688576783844545
294_01.png,0.5303606118208596,0.5377586920346532,3500.612548828125,1.5949332324758352
0184_01.png,0.5285999229443925,0.5531409159302711,1468.126708984375,1.5926211371510488
329_01.png,0.5307393683386701,0.5487843036119427,4540.701171875,1.5958182889036678
0134_01.png,0.5295844631535667,0.5142968420737556,12015.9873046875,1.6675897903096468
323_01.png,0.5305360227024981,0.5288818808538573,1501.8326416015625,1.6229676508880513
0094_01.png,0.5312108835205436,0.5233745934009286,2526.16650390625,1.558961303844987
0105_01.png,0.5299694531464151,0.5371230429570589,2538.226318359375,1.6008787498620167
0146_01.png,0.532622700956251,0.5564534122656498,4866.2255859375,1.5752116243561713
0065_01.png,0.5308330605870911,0.5246092159567135,1999.138427734375,1.6541102482329233
0085_02.png,0.5358386408271534,0.5632828674944383,1536.1011962890625,1.7453403894884931
0182_01.png,0.5299784880397576,0.5429655385336706,1730.1826171875,1.4457741713510643
Blast_PCRM_R12-0499b.png,0.49811296045248,0.7798678352098379,154.93289184570312,1.1901591749787146
Blast_PCRM_R12-0335.png,0.5060651002983961,0.6395114984895501,109.97820281982422,1.1658309013586237
Blast_PCRM_R13-0140a.png,0.5023240270758313,0.42736402255676303,11389.833984375,1.2393551210466878
Blast_PCRM_R16-0330A.png,0.5497003399900028,0.7850015050997692,10159.1083984375,1.2655537629060052
Blast_PCRM_R16-0404B.png,0.5289792164361903,0.5816434067008751,25.60892105102539,1.3523183447712424
Blast_PCRM_R13-0236a.png,0.5129932020790875,0.3473549783378189,10123.244140625,1.3058202673045036
Blast_PCRM_R14-0116.png,0.48269365528332336,0.8479342618957162,2582.728515625,1.271880045350248
738_01.png,0.5365793341770768,0.569982474470245,2025.221923828125,1.6031030423113806
Blast_PCRM_R16-0048a.png,0.5048331800582153,0.4466529187920969,86901.671875,1.4547455918139798
Blast_PCRM_R12-0268a.png,0.5096736115270427,0.785886992700398,230.77540588378906,1.2540243897403691
560_02.png,0.5305848472884723,0.5280495206160205,10341.099609375,1.6767012967611437
780_01.png,0.5274507910279291,0.554283141025475,3203.197509765625,1.5650515033658896
Blast_PCRM_R12-0221b.png,0.5340837081229048,0.4058285256141322,9758.3310546875,1.3534620241825297
778_01.png,0.5341644271143845,0.5461615536894117,5389.92626953125,1.723055076085343
782_01.png,0.537930065899023,0.5888133423535952,3171.02587890625,1.551140827465572
803_01.png,0.5315542987414769,0.5326558826491237,1318.25341796875,1.4889830176794228
484_01.png,0.5327895468633089,0.5621878545997399,8159.94384765625,1.618785652439759
551_01.png,0.5255120530990618,0.5263526389109237,3061.5263671875,1.4649056520036774
473_01.png,0.5313062679820827,0.5456310577158417,4079.81005859375,1.650704769483443
398_01.png,0.5389033136889338,0.5518610615815435,1264.38037109375,1.4721084190309446
559_01.png,0.5292354549414345,0.5431335259761129,3507.80224609375,1.5190119998195253
418_01.png,0.529324411946748,0.51604469000761,2721.836669921875,1.5405137148172225
546_01.png,0.535559343307146,0.5622535877461944,4483.55029296875,1.6889295959011688
414_01.png,0.5384626143745014,0.5592043210885355,1967.8280029296875,1.5189459847731654
425_01.png,0.5309405808470079,0.541567403290953,3895.475341796875,1.5978031002628255
296_01.png,0.5297355003921049,0.5417344857539449,3442.424072265625,1.5410826434220106
336_01.png,0.5310729245788285,0.5267865806818008,3488.80908203125,1.6165998388807874
362_01.png,0.49181607611743466,0.319628342142869,9827.4619140625,1.4474819600534294
360_01.png,0.5341276921597975,0.5914142397897584,2487.935791015625,1.5520801205004073
0152_01.png,0.530129066934543,0.5485628244600126,4614.83984375,1.532259060404741
285_01.png,0.53120211897684,0.5475900624213474,1356.0111083984375,1.5079557202645182
0130_01.png,0.5312167166599205,0.5426546224792089,3445.94775390625,1.6067851444592143
363_01.png,0.5313361052955899,0.5675993930282337,3348.03564453125,1.5934840972906805
357_01.png,0.5316097120355282,0.5566792873931783,2561.35791015625,1.596774228462588
0137_01.png,0.5314014125615358,0.5513946620215263,6172.625,1.5734154710908166
0052_01.png,0.5333502812843237,0.5582377913274935,2453.479736328125,1.5447141749481035
